Genus,Species,Binomial,Height.max..m.,Height.actual..m.,P50..MPa.,P12..MPa.,P88..MPa.,Slope,Ks..kg.m.1.MPa.1.s.1.,KL..kg.m.1.MPa.1.s.1.,Huber.value,SLA..cm2.g.1.,Latitude,Longitude,Altitude..m.,MATbest,PPTbest,References
Alnus,alnobetula subsp. crispa,Alnus alnobetula subsp. crispa,NA,NA,-1.05901326791586,NA,-1.45286782718268,NA,NA,NA,NA,NA,,,330,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Alnus,incana,Alnus incana,NA,NA,-1.68942704395248,NA,-2.18815088055376,NA,NA,NA,NA,NA,,,1700,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Betula,occidentalis,Betula occidentalis,NA,NA,-1.67230658743402,NA,-2.30306552813258,NA,NA,NA,NA,NA,,,1700,NA,NA,"Sperry, 1994, Plant Cell and Environment 17:1233-1241."
Acer,saccharum subsp. grandidentatum,Acer saccharum subsp. grandidentatum,NA,NA,-3.22904696904553,NA,-9.43903116078099,NA,NA,NA,NA,NA,,,1640,NA,NA,"Alder, 1996, Oecologia 105:293-301."
Acer,saccharum subsp. grandidentatum,Acer saccharum subsp. grandidentatum,NA,NA,-3.28686381019883,NA,-8.45477553834101,NA,NA,NA,NA,NA,,,1640,NA,NA,"Alder, 1996, Oecologia 105:293-301."
Fagus,sylvatica,Fagus sylvatica,NA,NA,-1.91502902767013,NA,-6.4017530108353,NA,NA,NA,NA,NA,,,255,NA,NA,"Cochard, 1999,  Plant Cell and Environment 22:101-108."
Fagus,sylvatica,Fagus sylvatica,NA,NA,-1.46657374902027,NA,-3.07878352006921,NA,NA,NA,NA,NA,,,255,NA,NA,"Cochard, 1999,  Plant Cell and Environment 22:101-108."
Fagus,sylvatica,Fagus sylvatica,NA,NA,-1.88715171294055,NA,-4.41582394045049,NA,NA,NA,NA,NA,,,255,NA,NA,"Cochard, 1999,  Plant Cell and Environment 22:101-108."
Fagus,sylvatica,Fagus sylvatica,NA,NA,-2.12954483195029,NA,-3.50606079635405,NA,NA,NA,NA,NA,,,255,NA,NA,"Cochard, 1999,  Plant Cell and Environment 22:101-108."
Pinus,taeda,Pinus taeda,NA,NA,-3.2554137827516,NA,-4.09979934951194,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2000, Oecologia 124:495-505."
Pinus,taeda,Pinus taeda,NA,NA,-3.69608285220963,NA,-4.27178918713983,NA,NA,NA,NA,NA,,,NA,NA,NA,"Hacke, 2000, Oecologia 124:495-505."
Ceanothus,megacarpus,Ceanothus megacarpus,NA,NA,-7.25606812585651,NA,-14.2029606184191,NA,NA,NA,NA,NA,,,280,NA,NA,"Langan, 1997, Plant Cell and Environment 20:425-437."
Malosma,laurina,Malosma laurina,NA,NA,-2.14062035537076,NA,-7.94932098724779,NA,NA,NA,NA,NA,,,280,NA,NA,"Langan, 1997, Plant Cell and Environment 20:425-437."
Ceanothus,megacarpus,Ceanothus megacarpus,NA,NA,-10.5452016856781,NA,-13.3324894384231,NA,NA,NA,NA,NA,,,430,NA,NA,"Kolb, 1994, Ecology 75:648-659."
Salvia,mellifera,Salvia mellifera,NA,NA,-4.0272175170515,NA,-9.21166061226334,NA,NA,NA,NA,NA,,,430,NA,NA,"Kolb, 1994, Ecology 75:648-659."
Rhododendron,maximum,Rhododendron maximum,NA,NA,-2.05090124213245,NA,-6.59886535263681,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lipp, 1997, Plant Cell and Environment 20:1264-1272."
Pinus,ponderosa,Pinus ponderosa,NA,NA,-2.74752757728935,NA,-4.45915983963249,NA,NA,NA,NA,NA,,,2030,NA,NA,"Maherali, 2000, Tree Physiology 20:859-867."
Pinus,ponderosa,Pinus ponderosa,NA,NA,-2.71565327765828,NA,-4.32945220879799,NA,NA,NA,NA,NA,,,1500,NA,NA,"Maherali, 2000, Tree Physiology 20:859-867."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.5162573728962,NA,-3.30349563663917,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.80672929826471,NA,-3.26202214303258,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.72531364003244,NA,-3.38612946036948,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.63864496291932,NA,-2.96487943868364,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.25026036293811,NA,-2.53227696620711,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.1768815527518,NA,-2.21353606923568,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Eucalyptus,grandis,Eucalyptus grandis,NA,NA,-1.69354689513525,NA,-2.4982818098864,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pammenter, 1998, Tree Physiology 18:589-593."
Acer,saccharinum,Acer saccharinum,NA,NA,-1.67432451180923,NA,-5.39077100264616,NA,NA,NA,NA,NA,,,NA,NA,NA,"Tsuda, 1997, Tree Physiology 17:351-357."
Quercus,pubescens,Quercus pubescens,NA,NA,-3.23318135343304,NA,-6.83240517863127,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1998, New Phytologist 139:437-447."
Quercus,ilex,Quercus ilex,NA,NA,-1.40936276884573,NA,-7.34841917304663,NA,NA,NA,NA,NA,,,350,NA,NA,"Tognetti, 1998, New Phytologist 139:437-447."
Juglans,regia,Juglans regia,NA,NA,-2.34782260721483,NA,-2.72926220041626,NA,NA,NA,NA,NA,,,NA,NA,NA,"Tyree, 1993, Plant Cell and Environment 16:879-882."
Populus,deltoides,Populus deltoides,NA,NA,-0.653211791508158,NA,-2.23696023754389,NA,NA,NA,NA,NA,,,NA,NA,NA,"Tyree, 1994, Tree Physiology 14:455-466."
Populus,balsamifera,Populus balsamifera,NA,NA,-1.50262178718684,NA,-3.00361040940585,NA,NA,NA,NA,NA,,,NA,NA,NA,"Tyree, 1994, Tree Physiology 14:455-466."
Populus,angustifolia,Populus angustifolia,NA,NA,-1.63899725508505,NA,-2.41621514511227,NA,NA,NA,NA,NA,,,NA,NA,NA,"Tyree, 1994, Tree Physiology 14:455-466."
Betula,occidentalis,Betula occidentalis,NA,NA,-1.70595124227641,NA,-2.69921835392607,NA,NA,NA,NA,NA,,,1370,NA,NA,NA
Betula,occidentalis,Betula occidentalis,NA,NA,-1.48623324855435,NA,-1.90052585611887,NA,NA,NA,NA,NA,,,1370,NA,NA,NA
Populus,trichocarpa,Populus trichocarpa,NA,NA,-1.62427019623035,NA,-2.15601450268366,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sparks, 1999, Tree Physiology 19:453-459."
Populus,trichocarpa,Populus trichocarpa,NA,NA,-1.23766712567172,NA,-1.43519301244214,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sparks, 1999, Tree Physiology 19:453-459."
Populus,trichocarpa,Populus trichocarpa,NA,NA,-1.71860220623948,NA,-2.95205917245249,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sparks, 1999, Tree Physiology 19:453-459."
Populus,trichocarpa,Populus trichocarpa,NA,NA,-1.68455071755988,NA,-1.77445780187957,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sparks, 1999, Tree Physiology 19:453-459."
Tsuga,heterophylla,Tsuga heterophylla,NA,NA,-3.19069570705591,NA,-4.10055105627609,NA,NA,NA,NA,NA,,,NA,NA,NA,"Kavanagh, 1997, Tree Physiology 17:59-63."
Adenostoma,fasciculatum,Adenostoma fasciculatum,NA,NA,-4.8855209699657,NA,-9.28982441392561,NA,NA,NA,NA,NA,,,375,NA,NA,"Redtfeldt, 1996, Ecoscience 3:290-296."
Adenostoma,sparsifolium,Adenostoma sparsifolium,NA,NA,-7.37317994620317,NA,-10.2513678412335,NA,NA,NA,NA,NA,,,375,NA,NA,"Redtfeldt, 1996, Ecoscience 3:290-296."
Podocarpus,latifolius,Podocarpus latifolius,NA,NA,-1.5,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"VanderWilligen, 2000, New Phytologist 145:51-59."
Tecoma,capensis,Tecoma capensis,NA,NA,-1.8,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"VanderWilligen, 2000, New Phytologist 145:51-59."
Cinnamomum,camphora,Cinnamomum camphora,NA,NA,-1.25,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"VanderWilligen, 2000, New Phytologist 145:51-59."
Trichilia,dregeana,Trichilia dregeana,NA,NA,-2.7,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"VanderWilligen, 2000, New Phytologist 145:51-59."
Barringtonia,racemosa,Barringtonia racemosa,NA,NA,-1.35,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"VanderWilligen, 2000, New Phytologist 145:51-59."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-4.58700407966052,NA,-5.98884393858423,NA,NA,NA,NA,NA,,,250,NA,NA,"Kavanagh, 1999, Tree Physiology 19:31-37."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-5.06584139122151,NA,-7.23802759744273,NA,NA,NA,NA,NA,,,1540,NA,NA,"Kavanagh, 1999, Tree Physiology 19:31-37."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-5.16320522119626,NA,-7.32024051312829,NA,NA,NA,NA,NA,,,400,NA,NA,"Kavanagh, 1999, Tree Physiology 19:31-37."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-5.28001079409282,NA,-6.94963061215703,NA,NA,NA,NA,NA,,,950,NA,NA,"Kavanagh, 1999, Tree Physiology 19:31-37."
Artemisia,tridentata subsp. Wyomingensis,Artemisia tridentata subsp. Wyomingensis,NA,NA,-4.75919473009662,NA,-6.95709589212765,NA,NA,NA,NA,NA,,,1620,NA,NA,"Kolb, 1999, Ecology 80:2373-2384."
Artemisia,tridentata subsp. Tridentata,Artemisia tridentata subsp. Tridentata,NA,NA,-4.00974180576914,NA,-5.13615438225764,NA,NA,NA,NA,NA,,,1780,NA,NA,"Kolb, 1999, Ecology 80:2373-2384."
Artemisia,tridentata subsp. Vaseyana,Artemisia tridentata subsp. Vaseyana,NA,NA,-2.86603555649425,NA,-5.40521585856059,NA,NA,NA,NA,NA,,,2040,NA,NA,"Kolb, 1999, Ecology 80:2373-2384."
Ochroma,pyramidale,Ochroma pyramidale,NA,NA,-0.987848307186399,NA,-1.41494316907664,NA,NA,NA,NA,NA,,,NA,NA,NA,"Machado, 1994, Tree Physiology 14:219-240."
Pseudobombax,septenatum,Pseudobombax septenatum,NA,NA,-0.911310050167025,NA,-1.42561665094436,NA,NA,NA,NA,NA,,,NA,NA,NA,"Machado, 1994, Tree Physiology 14:219-240."
Schefflera,morototoni,Schefflera morototoni,NA,NA,-1.33140467005784,NA,-1.99006406878351,NA,NA,NA,NA,NA,,,NA,NA,NA,"Machado, 1994, Tree Physiology 14:219-240."
Dacrycarpus,dacrydioides,Dacrycarpus dacrydioides,NA,NA,-2.3,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 1999, New Phytologist 143:365-372."
Lagarostrobos,franklinii,Lagarostrobos franklinii,NA,NA,-3.8,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 1999, New Phytologist 143:365-372."
Podocarpus,lawrencei,Podocarpus lawrencei,NA,NA,-5.6,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 1999, New Phytologist 143:365-372."
Widdringtonia,wallichii,Widdringtonia wallichii,NA,NA,-8.9,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Brodribb, 1999, New Phytologist 143:365-372."
Sapium,sebiferum,Sapium sebiferum,NA,NA,-0.599285322164607,NA,-1.32708243853962,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Melia,azedarach,Melia azedarach,NA,NA,-1.11,NA,NA,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Mallotus,philippensis,Mallotus philippensis,NA,NA,-0.678880108156503,NA,-1.35815440079078,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Mallotus,philippensis,Mallotus philippensis,NA,NA,-0.6182950080756,NA,-1.34827306668979,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Vernicia,fordii,Vernicia fordii,NA,NA,-1.07161993663659,NA,-2.55889908077283,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Vernicia,fordii,Vernicia fordii,NA,NA,-0.669150489278202,NA,-1.25799135266999,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Ficus,benguetensis,Ficus benguetensis,NA,NA,-0.608042131325125,NA,-1.41938472437627,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Alchornea,davidii,Alchornea davidii,NA,NA,-0.535412441405127,NA,-1.17349196146996,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Mallotus,barbatus,Mallotus barbatus,NA,NA,-1.44538591216885,NA,-2.98568908795109,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Flemingia,macrophylla,Flemingia macrophylla,NA,NA,-0.763965360351279,NA,-2.06417139526601,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Solanum,verbascifolium,Solanum verbascifolium,NA,NA,-0.606404773766255,NA,-1.30657020889177,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Brucea,javanica,Brucea javanica,NA,NA,-0.976582050597924,NA,-2.16430404734792,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Rhamnella,franguloides,Rhamnella franguloides,NA,NA,-1.46122816465433,NA,-3.49809606626521,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Mallotus,japonicus,Mallotus japonicus,NA,NA,-1.0068730781133,NA,-2.39936479329928,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Broussonetia,papyrifera,Broussonetia papyrifera,NA,NA,-0.493092146233794,NA,-0.955470004064967,NA,NA,NA,NA,NA,,,900,NA,NA,Fan2011
Picrasma,quassioides,Picrasma quassioides,NA,NA,-0.903271555515224,NA,-1.56076960867353,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Alangium,chinense,Alangium chinense,NA,NA,-0.92324504529754,NA,-2.59903421710679,NA,NA,NA,NA,NA,,,900,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Alangium,chinense,Alangium chinense,NA,NA,-0.777234278611865,NA,-1.91544672938397,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Pteroceltis,tatarinowii,Pteroceltis tatarinowii,NA,NA,-0.892130077970168,NA,-1.68434081164453,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Liquidambar,formosana,Liquidambar formosana,NA,NA,-1.23855949201478,NA,-2.21195741559845,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Platycarya,longipes,Platycarya longipes,NA,NA,-1.10221058235993,NA,-2.50675720457387,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Platycarya,longipes,Platycarya longipes,NA,NA,-1.34447342615619,NA,-3.82711383650651,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Lindera,communis,Lindera communis,NA,NA,-0.780133934636304,NA,-2.11011191276215,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Lindera,communis,Lindera communis,NA,NA,-0.781907367038409,NA,-1.57503708277534,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Macaranga,tanarius,Macaranga tanarius,NA,NA,-0.702258357477946,NA,-1.25768166775962,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Pittosporum,xylocarpum,Pittosporum xylocarpum,NA,NA,-1.36293941249842,NA,-4.3115233255606,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Maackia,hupehensis,Maackia hupehensis,NA,NA,-1.3446875825325,NA,-2.69987392402954,NA,NA,NA,NA,NA,,,800,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Itea,chinensis,Itea chinensis,NA,NA,-2.44904732005504,NA,-6.1546200595576,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Carpinus,pubescens,Carpinus pubescens,NA,NA,-1.26290163048209,NA,-2.82701788277803,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Stachyurus,obovatus,Stachyurus obovatus,NA,NA,-3.84829098273296,NA,-8.57947729745354,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Daphniphyllum,pentandrum,Daphniphyllum pentandrum,NA,NA,-0.577140979873672,NA,-1.05825102645578,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Quercus,aliena,Quercus aliena,NA,NA,-1.83049455658098,NA,-5.1508381174828,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Ligustrum,lucidum,Ligustrum lucidum,NA,NA,-3.24972317093155,NA,-9.08183301416698,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Celtis,sinensis,Celtis sinensis,NA,NA,-0.801397541582904,NA,-1.43336757207944,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Ilex,chinensis,Ilex chinensis,NA,NA,-2.58262438294806,NA,-3.44832002886751,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Lithocarpus,glaber,Lithocarpus glaber,NA,NA,-1.38291476071086,NA,-3.04311107873931,NA,NA,NA,NA,NA,,,1200,NA,NA,"Fan, 2011, Tree Physiology 31:865-877."
Populus,Okanese,Populus Okanese,NA,NA,-1.05987167944195,NA,-1.52228530798655,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,Berlin,Populus Berlin,NA,NA,-1.18042262929711,NA,-1.70657379209195,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,Walker,Populus Walker,NA,NA,-1.20939635568499,NA,-2.00699624211815,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,NA,Populus NA,NA,NA,-1.17119256836677,NA,-1.43168479037877,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,balsamifera,Populus balsamifera,NA,NA,-1.48441851932079,NA,-1.76978988832428,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,NA,Populus NA,NA,NA,-1.60132230333854,NA,-1.92225401890731,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Populus,Assiniboine,Populus Assiniboine,NA,NA,-1.05349754499206,NA,-2.2374443747079,NA,NA,NA,NA,NA,,,NA,NA,NA,"Arango-Velez, 2011, Physiologia Plantarum 143:154-165."
Rhododendron,ferrugineum,Rhododendron ferrugineum,NA,NA,-2.50374636512277,NA,-9.88816564147552,NA,NA,NA,NA,NA,,,1760,NA,NA,"Mayr, 2010, Oecologia 164:321-330."
Rhododendron,ferrugineum,Rhododendron ferrugineum,NA,NA,-2.32471009438563,NA,-5.95629842267227,NA,NA,NA,NA,NA,,,1760,NA,NA,"Mayr, 2010, Oecologia 164:321-330."
Rhododendron,hirsutum,Rhododendron hirsutum,NA,NA,-3.0559106821101,NA,-6.09349878865572,NA,NA,NA,NA,NA,,,1580,NA,NA,"Mayr, 2010, Oecologia 164:321-330."
Rhododendron,hirsutum,Rhododendron hirsutum,NA,NA,-1.91447014784801,NA,-4.38537771020092,NA,NA,NA,NA,NA,,,1580,NA,NA,"Mayr, 2010, Oecologia 164:321-330."
Rhododendron,intermedium,Rhododendron intermedium,NA,NA,-1.7601045977191,NA,-4.0433811998918,NA,NA,NA,NA,NA,,,1650,NA,NA,"Mayr, 2010, Oecologia 164:321-330."
Acer,saccharum subsp. grandidentatum,Acer saccharum subsp. grandidentatum,NA,NA,-3.15644090420382,NA,-8.91127537357981,NA,NA,NA,NA,NA,,,NA,NA,NA,"Christman, 2009, New Phytologist 182:664-674."
Acer,glabrum,Acer glabrum,NA,NA,-2.00391165432544,NA,-3.04113262676722,NA,NA,NA,NA,NA,,,NA,NA,NA,"Christman, 2009, New Phytologist 182:664-674."
Acer,negundo,Acer negundo,NA,NA,-1.5602392484948,NA,-2.25451487657673,NA,NA,NA,NA,NA,,,NA,NA,NA,"Christman, 2009, New Phytologist 182:664-674."
Cedrus,atlantica,Cedrus atlantica,NA,NA,-4.52209757988931,NA,-7.63503231799939,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ladjal, 2005, Tree Physiology 25:1109-1117."
Cedrus,libani var. brevifolia,Cedrus libani var. brevifolia,NA,NA,-6.74419314478462,NA,-8.59937959353224,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ladjal, 2005, Tree Physiology 25:1109-1117."
Cedrus,libani,Cedrus libani,NA,NA,-6.47342532427321,NA,-8.38055927881172,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ladjal, 2005, Tree Physiology 25:1109-1117."
Cedrus,libani,Cedrus libani,NA,NA,-6.49316736110738,NA,-10.0060750084289,NA,NA,NA,NA,NA,,,NA,NA,NA,"Ladjal, 2005, Tree Physiology 25:1109-1117."
Platanus,acerifolia,Platanus acerifolia,NA,NA,-1.75006254162761,NA,-2.2637540693988,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Acer,platanoides,Acer platanoides,NA,NA,-4.19375412059759,NA,-5.25995746175233,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Populus,fremontii,Populus fremontii,NA,NA,-1.06321935952179,NA,-4.04614820051518,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Gleditsia,triacanthos,Gleditsia triacanthos,NA,NA,-0.51902760863866,NA,-1.53185044306678,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Quercus,gambelii,Quercus gambelii,NA,NA,-0.164493038228922,NA,-1.09051248237445,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Quercus,rubra,Quercus rubra,NA,NA,-0.337180135681358,NA,-1.54612205167137,NA,NA,NA,NA,NA,,,41,NA,NA,"Bush, 2008, Oecologia 156:13-20."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-5.36316554064128,NA,-8.97538492140896,NA,NA,NA,NA,NA,,,975,NA,NA,"Stout, 2003, Tree Physiology 23:43-50."
Pinus,ponderosa,Pinus ponderosa,NA,NA,-3.36105699538652,NA,-6.19929918981012,NA,NA,NA,NA,NA,,,975,NA,NA,"Stout, 2003, Tree Physiology 23:43-50."
Pseudotsuga,menziesii,Pseudotsuga menziesii,NA,NA,-4.3635495289702,NA,-10.9717060846044,NA,NA,NA,NA,NA,,,1124,NA,NA,"Stout, 2003, Tree Physiology 23:43-50."
Pinus,ponderosa,Pinus ponderosa,NA,NA,-2.56680934194345,NA,-7.45359800677054,NA,NA,NA,NA,NA,,,1124,NA,NA,"Stout, 2003, Tree Physiology 23:43-50."
Sequoia,sempervirens,Sequoia sempervirens,NA,NA,-5.51296323113572,NA,-9.30585194702645,NA,NA,NA,NA,NA,,,79,NA,NA,"Litvak, 2011, Plant Cell and Environment 34:1384-1400."
Sequoia,sempervirens,Sequoia sempervirens,NA,NA,-4.2632980341992,NA,-12.6393077260481,NA,NA,NA,NA,NA,,,191,NA,NA,"Litvak, 2011, Plant Cell and Environment 34:1384-1400."
Sequoia,sempervirens,Sequoia sempervirens,NA,NA,-5.743028018885,NA,-16.6179136596082,NA,NA,NA,NA,NA,,,19,NA,NA,"Litvak, 2011, Plant Cell and Environment 34:1384-1400."
Viburnum,tinus,Viburnum tinus,NA,NA,-1.48160922237888,NA,-1.96186919446897,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Laurus,nobilis,Laurus nobilis,NA,NA,-2.02528775004245,NA,-2.62285526195979,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Prunus,laurocerasus,Prunus laurocerasus,NA,NA,-1.43433957924642,NA,-1.91386825124336,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Corylus,avellana,Corylus avellana,NA,NA,-1.37514787588182,NA,-1.7099864166581,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Castanea,sativa,Castanea sativa,NA,NA,-1.55700031472369,NA,-2.12421810314734,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Malus,domestica,Malus domestica,NA,NA,-1.78456751830461,NA,-2.38703623553942,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Juglans,regia,Juglans regia,NA,NA,-1.35551598302017,NA,-1.73303271539233,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Magnolia,soulangeana,Magnolia soulangeana,NA,NA,-1.09189811610669,NA,-1.96560871844326,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Cercis,siliquastrum,Cercis siliquastrum,NA,NA,-1.82454158615896,NA,-2.42091718132304,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Myrtus,communis,Myrtus communis,NA,NA,-1.35742952580094,NA,-2.27479817688782,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Calycanthus,floridus,Calycanthus floridus,NA,NA,-1.2854745029351,NA,-1.77127279082293,NA,NA,NA,NA,NA,,,120,NA,NA,"Nardini, 2000,  Trees-Structure and Function 15:14-24."
Hevea,brasiliensis,Hevea brasiliensis,NA,NA,-2.39295797318946,NA,-7.75931263839377,NA,NA,NA,NA,NA,,,600,NA,NA,"Chen, 2010, Tree Physiology 30:876-885."
